order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00769779,2024-08-22,P0105,S057,C010258,3,14.49,0.0,43.47,24.53,18.94
0RD00532217,2023-03-23,P0086,S095,C037898,2,6.51,0.0,13.02,8.48,4.54
0RD00608717,2023-02-13,P0145,S080,C011170,5,14.22,0.1,63.99,44.1,19.89
0RD00503518,2024-08-06,P0059,S058,C030112,2,8.2,0.15,13.94,9.22,4.72
0RD00561884,2023-08-02,P0199,S099,C006503,5,13.4,0.0,67.0,46.72,20.28
0RD00065377,2023-11-07,P0025,S060,C042264,3,6.94,0.1,18.74,12.68,6.06
0RD00089017,2023-09-21,P0103,S031,C005112,2,14.89,0.0,29.78,17.03,12.75
0RD00749711,2023-09-14,P0181,S033,C030195,5,3.48,0.15,14.79,9.85,4.94
0RD00554518,2023-06-07,P0143,S006,C028508,2,7.64,0.0,15.28,7.95,7.33
0RD00484145,2024-03-15,P0045,S006,C030752,1,12.49,0.0,12.49,8.54,3.95
0RD00360481,2023-07-24,P0028,S034,C011292,2,14.83,0.1,26.69,13.85,12.85
0RD00574017,2024-04-30,P0055,S069,C000537,1,10.77,0.0,10.77,6.82,3.95
0RD00584929,2023-01-04,P0014,S055,C007356,2,4.69,0.0,9.38,4.7,4.68
0RD00864163,2023-05-25,P0179,S041,C037655,2,8.4,0.0,16.8,11.75,5.05
0RD00158580,2023-01-31,P0060,S011,C028247,4,9.44,0.1,33.98,21.75,12.24
0RD00180587,2023-09-05,P0167,S075,C035207,2,10.74,0.1,19.33,13.08,6.25
0RD00828216,2024-12-30,P0044,S060,C011192,3,9.15,0.0,27.45,14.71,12.74
0RD00999426,2023-09-15,P0078,S098,C031696,2,12.76,0.0,25.52,15.21,10.31
0RD00889069,2023-06-08,P0025,S040,C021216,4,14.6,0.1,52.56,31.79,20.77
0RD00834282,2024-02-23,P0141,S042,C001688,5,3.88,0.0,19.4,10.17,9.23
0RD00592911,2024-07-02,P0145,S098,C024416,5,7.86,0.0,39.3,21.18,18.12
0RD00296845,2024-05-07,P0050,S018,C042676,5,6.39,0.15,27.16,16.49,10.67
0RD00540794,2023-12-25,P0022,S079,C042490,5,12.26,0.0,61.3,36.57,24.73
0RD00536139,2024-06-27,P0153,S030,C045331,2,7.21,0.0,14.42,7.74,6.68
0RD00063356,2023-11-06,P0010,S022,C028185,4,11.97,0.0,47.88,27.4,20.48
0RD00011868,2024-10-06,P0148,S058,C011675,5,13.29,0.1,59.8,31.96,27.85
0RD00032591,2023-02-06,P0033,S085,C008365,1,8.32,0.0,8.32,5.62,2.7
0RD00185995,2023-05-25,P0092,S044,C034597,4,13.67,0.1,49.21,30.74,18.47
0RD00768389,2024-06-03,P0004,S070,C039424,1,11.91,0.15,10.12,6.9,3.22
0RD00508334,2024-12-25,P0015,S036,C045727,5,3.74,0.0,18.7,13.05,5.65
0RD00676869,2023-10-23,P0058,S051,C007543,3,13.29,0.0,39.87,20.27,19.6
0RD00212105,2024-02-06,P0171,S048,C024408,2,10.28,0.0,20.56,12.22,8.34
0RD00136460,2024-07-13,P0119,S096,C022546,1,6.92,0.15,5.88,3.4,2.48
0RD00688401,2023-11-04,P0099,S069,C017538,1,9.52,0.2,7.62,4.41,3.21
0RD00151880,2023-08-23,P0114,S005,C011424,4,12.83,0.0,51.32,34.79,16.53
0RD00322593,2024-01-15,P0075,S060,C037435,3,4.37,0.0,13.11,7.17,5.94
0RD00903324,2024-12-06,P0177,S092,C028159,5,12.69,0.0,63.45,36.9,26.55
0RD00265066,2023-10-05,P0034,S029,C013289,2,10.71,0.0,21.42,12.84,8.58
0RD00276960,2023-04-10,P0143,S036,C016528,4,11.28,0.0,45.12,24.22,20.9
0RD00637413,2024-03-06,P0156,S098,C011773,1,10.52,0.0,10.52,5.59,4.93
0RD00157730,2024-11-11,P0006,S050,C012012,3,4.52,0.0,13.56,7.7,5.86
0RD00828393,2024-09-23,P0088,S074,C002453,4,3.44,0.0,13.76,9.47,4.29
0RD00030408,2023-09-16,P0169,S032,C019676,1,14.38,0.2,11.5,5.78,5.72
0RD00896749,2024-02-15,P0095,S036,C043577,4,3.69,0.0,14.76,9.35,5.41
0RD00298613,2024-12-16,P0142,S041,C048203,2,3.74,0.0,7.48,4.33,3.15
0RD00086814,2023-12-23,P0076,S088,C023055,5,14.73,0.2,58.92,33.97,24.95
0RD00388020,2023-08-29,P0154,S032,C020119,1,10.36,0.0,10.36,5.94,4.42
0RD00478291,2023-11-11,P0093,S054,C000582,5,8.42,0.0,42.1,23.17,18.93
0RD00673132,2023-03-22,P0178,S062,C030508,3,10.24,0.0,30.72,19.82,10.9
0RD00037195,2023-11-28,P0070,S036,C014900,1,5.11,0.15,4.34,2.46,1.89
0RD00647585,2023-04-21,P0096,S058,C020043,3,7.46,0.15,19.02,9.56,9.46
0RD00875120,2024-03-29,P0147,S084,C046776,5,14.66,0.2,58.64,33.3,25.34
0RD00747129,2024-12-30,P0164,S056,C031551,3,14.81,0.0,44.43,28.81,15.62
0RD00805727,2024-10-11,P0097,S090,C013070,5,14.4,0.0,72.0,41.67,30.33
0RD00637685,2023-12-15,P0089,S017,C022786,5,3.69,0.0,18.45,11.35,7.1
0RD00701684,2024-06-09,P0126,S024,C002475,5,10.57,0.0,52.85,34.88,17.97
0RD00213271,2023-09-12,P0183,S024,C011901,4,11.16,0.0,44.64,23.83,20.81
0RD00987286,2024-03-08,P0069,S081,C035465,2,12.99,0.0,25.98,14.39,11.59
0RD00567291,2023-03-27,P0074,S058,C009456,1,11.77,0.0,11.77,6.2,5.57
0RD00312736,2024-07-10,P0163,S029,C034965,5,8.33,0.2,33.32,22.89,10.43
0RD00384047,2024-07-08,P0113,S096,C000582,5,13.31,0.0,66.55,39.88,26.67
0RD00536096,2023-02-09,P0175,S074,C000182,5,8.08,0.0,40.4,22.54,17.86
0RD00202812,2024-10-15,P0038,S065,C046596,1,11.66,0.1,10.49,7.29,3.2
0RD00133407,2023-09-02,P0119,S091,C023871,2,8.72,0.0,17.44,8.96,8.48
0RD00554914,2024-11-14,P0007,S075,C033098,1,10.47,0.0,10.47,6.4,4.07
0RD00065969,2023-03-19,P0132,S078,C026113,3,7.3,0.0,21.9,15.08,6.82
0RD00648851,2023-08-17,P0081,S007,C015050,4,10.12,0.0,40.48,21.55,18.93
0RD00909632,2023-05-17,P0011,S067,C037586,2,13.86,0.2,22.18,12.77,9.41
0RD00340814,2023-09-02,P0061,S091,C020611,3,14.45,0.0,43.35,28.94,14.41
0RD00064868,2023-11-24,P0009,S097,C011517,5,8.02,0.0,40.1,21.59,18.51
0RD00246653,2024-12-18,P0122,S096,C032317,4,13.06,0.0,52.24,29.42,22.82
0RD00499181,2023-01-23,P0003,S074,C011675,3,5.09,0.0,15.27,8.76,6.51
0RD00982096,2024-12-21,P0056,S073,C048180,3,8.57,0.15,21.85,12.07,9.79
0RD00329442,2023-10-15,P0045,S010,C036091,2,12.42,0.1,22.36,13.62,8.74
0RD00589424,2023-03-16,P0090,S030,C029634,1,10.98,0.0,10.98,6.19,4.79
0RD00074114,2023-03-04,P0098,S100,C001455,3,3.84,0.0,11.52,7.5,4.02
0RD00635742,2023-09-18,P0129,S018,C011669,4,9.83,0.0,39.32,20.81,18.51
0RD00020716,2024-10-25,P0022,S073,C012040,3,10.11,0.0,30.33,16.56,13.77
0RD00605211,2023-03-13,P0178,S073,C049633,1,5.92,0.2,4.74,2.95,1.79
0RD00601735,2023-01-12,P0151,S002,C034313,4,11.75,0.0,47.0,31.16,15.84
0RD00235063,2023-03-10,P0154,S095,C010042,4,13.13,0.0,52.52,36.58,15.94
0RD00355562,2024-06-18,P0077,S006,C029345,1,3.24,0.2,2.59,1.65,0.94
0RD00198903,2024-09-15,P0199,S018,C033487,1,14.36,0.2,11.49,6.94,4.55
0RD00773348,2024-12-22,P0106,S029,C001629,2,13.3,0.1,23.94,12.33,11.61
0RD00410606,2023-03-07,P0100,S014,C024251,2,5.55,0.0,11.1,5.61,5.49
0RD00634944,2024-10-17,P0126,S087,C032596,3,7.01,0.0,21.03,12.1,8.93
0RD00355942,2024-06-23,P0144,S043,C039135,1,9.89,0.2,7.91,4.9,3.01
0RD00324269,2024-10-13,P0008,S028,C034101,4,3.73,0.15,12.68,8.36,4.33
0RD00824846,2023-05-06,P0182,S017,C004190,3,5.7,0.0,17.1,10.43,6.67
0RD00184930,2023-10-08,P0183,S046,C029104,1,10.01,0.0,10.01,6.8,3.21
0RD00720363,2024-03-19,P0132,S071,C015121,2,9.58,0.2,15.33,7.97,7.36
0RD00305354,2024-06-04,P0147,S063,C011352,5,14.08,0.2,56.32,37.11,19.21
0RD00274457,2023-08-21,P0127,S082,C049570,2,7.38,0.0,14.76,8.74,6.02
0RD00511083,2024-03-09,P0192,S087,C036328,5,14.99,0.0,74.95,37.61,37.34
0RD00349248,2024-10-24,P0126,S096,C032017,1,3.52,0.0,3.52,2.09,1.43
0RD00765987,2024-02-05,P0027,S025,C008813,5,3.23,0.2,12.92,7.54,5.38
0RD00415658,2023-06-17,P0165,S087,C029643,4,4.21,0.15,14.31,8.33,5.98
0RD00166765,2024-12-21,P0140,S034,C001831,5,3.3,0.0,16.5,10.2,6.3
0RD00311403,2024-05-13,P0066,S064,C029560,4,14.46,0.0,57.84,31.99,25.85
0RD00341331,2024-09-23,P0199,S021,C038881,5,14.1,0.15,59.92,40.64,19.29
0RD00714828,2024-07-06,P0156,S028,C049252,4,6.49,0.15,22.07,14.8,7.27
0RD00085417,2024-12-18,P0000,S007,C028271,2,3.16,0.0,6.32,3.39,2.93
0RD00663819,2023-07-31,P0171,S058,C036508,5,4.32,0.15,18.36,10.26,8.1
0RD00524155,2023-12-27,P0178,S039,C027160,1,4.73,0.0,4.73,3.06,1.67
0RD00130325,2024-08-20,P0097,S004,C010068,4,14.05,0.0,56.2,35.21,20.99
0RD00791177,2024-11-08,P0042,S074,C014715,5,5.24,0.15,22.27,11.87,10.4
0RD00389363,2023-10-25,P0011,S062,C005817,2,7.49,0.0,14.98,9.88,5.1
0RD00443668,2024-06-25,P0108,S074,C045771,4,12.71,0.0,50.84,26.82,24.02
0RD00311026,2024-04-12,P0088,S049,C016861,5,13.92,0.0,69.6,46.9,22.7
0RD00221365,2024-12-07,P0036,S036,C037998,1,5.38,0.1,4.84,3.08,1.76
0RD00979728,2024-03-07,P0173,S079,C019853,1,14.86,0.0,14.86,7.52,7.34
0RD00340805,2024-02-24,P0044,S019,C012152,2,9.92,0.0,19.84,10.42,9.42
0RD00672930,2024-10-08,P0089,S048,C048281,3,12.3,0.0,36.9,23.4,13.5
0RD00056556,2023-05-09,P0147,S078,C020607,4,5.01,0.15,17.03,10.76,6.27
0RD00614640,2024-02-19,P0145,S041,C012135,5,14.52,0.0,72.6,47.76,24.84
0RD00878214,2023-04-07,P0073,S069,C039536,2,14.24,0.0,28.48,15.85,12.63
0RD00595905,2023-05-25,P0032,S066,C016939,4,14.89,0.0,59.56,33.56,26.0
0RD00595811,2023-08-29,P0167,S099,C040702,2,3.73,0.1,6.71,4.22,2.49
0RD00833157,2023-07-26,P0032,S055,C047555,1,7.06,0.1,6.35,4.29,2.06
0RD00363120,2024-10-24,P0007,S041,C016590,4,13.13,0.0,52.52,31.66,20.86
0RD00431929,2024-01-28,P0182,S038,C003653,5,11.13,0.1,50.09,34.59,15.49
0RD00396612,2024-01-21,P0046,S025,C018136,3,6.96,0.1,18.79,11.67,7.12
0RD00796877,2024-05-27,P0182,S097,C023202,2,9.52,0.0,19.04,12.82,6.22
0RD00420043,2024-07-15,P0124,S043,C049845,5,3.48,0.1,15.66,9.31,6.35
0RD00756363,2023-08-23,P0170,S077,C022019,5,11.33,0.0,56.65,28.67,27.98
0RD00321241,2023-05-05,P0003,S070,C043378,2,9.69,0.1,17.44,9.03,8.41
0RD00080428,2023-12-03,P0011,S047,C001791,1,12.98,0.1,11.68,6.49,5.19
0RD00692265,2024-02-02,P0186,S056,C027864,5,7.07,0.0,35.35,23.16,12.19
0RD00722876,2024-04-15,P0084,S030,C019529,5,6.79,0.2,27.16,13.76,13.4
0RD00327890,2024-04-11,P0155,S041,C046440,3,6.12,0.0,18.36,11.3,7.06
0RD00577996,2023-11-29,P0017,S042,C049877,3,5.79,0.0,17.37,9.81,7.56
0RD00204463,2023-05-09,P0192,S067,C049002,4,8.55,0.1,30.78,21.48,9.3
0RD00859534,2023-10-29,P0175,S058,C018515,3,12.09,0.0,36.27,19.32,16.95
0RD00075291,2024-09-16,P0054,S030,C033063,4,13.75,0.0,55.0,35.18,19.82
0RD00704145,2024-08-13,P0085,S053,C005404,5,4.33,0.0,21.65,14.62,7.03
0RD00106172,2024-03-20,P0083,S023,C044882,5,3.76,0.0,18.8,10.3,8.5
0RD00381890,2024-12-27,P0183,S022,C035900,5,9.68,0.15,41.14,22.85,18.29
0RD00183134,2023-10-08,P0070,S027,C048516,3,13.35,0.0,40.05,26.19,13.86
0RD00309237,2024-06-16,P0195,S087,C045758,2,3.59,0.0,7.18,4.01,3.17
0RD00605727,2023-01-02,P0098,S039,C016553,4,7.4,0.1,26.64,18.61,8.03
0RD00990484,2024-05-04,P0040,S062,C043444,5,3.41,0.0,17.05,8.79,8.26
0RD00708572,2023-01-05,P0104,S068,C035508,5,10.09,0.0,50.45,28.27,22.18
0RD00675198,2024-06-07,P0121,S015,C037598,3,7.36,0.0,22.08,11.23,10.85
0RD00003711,2023-06-30,P0101,S080,C001995,5,9.09,0.0,45.45,29.44,16.01
0RD00862359,2023-03-31,P0179,S048,C022610,4,5.33,0.0,21.32,12.42,8.9
0RD00521430,2023-09-12,P0167,S046,C038314,2,5.04,0.15,8.57,5.16,3.41
0RD00727301,2024-04-04,P0191,S029,C028799,5,10.8,0.0,54.0,36.31,17.69
0RD00163763,2023-12-10,P0061,S096,C029640,4,5.7,0.0,22.8,14.28,8.52
0RD00101171,2023-06-20,P0095,S097,C014904,1,12.05,0.1,10.85,7.48,3.36
0RD00406026,2024-11-02,P0004,S074,C010572,5,6.85,0.0,34.25,19.86,14.39
0RD00794983,2023-10-14,P0042,S065,C027509,2,5.49,0.0,10.98,5.79,5.19
0RD00132891,2024-06-23,P0181,S002,C010984,5,6.0,0.15,25.5,17.84,7.66
0RD00731733,2023-03-18,P0130,S063,C035485,1,9.46,0.1,8.51,5.41,3.1
0RD00255895,2023-12-25,P0060,S019,C011285,2,13.88,0.1,24.98,13.91,11.07
0RD00756203,2023-06-09,P0041,S004,C039543,1,10.94,0.0,10.94,7.57,3.37
0RD00108553,2024-09-24,P0026,S073,C046082,3,4.49,0.1,12.12,7.38,4.75
0RD00463941,2024-12-28,P0038,S073,C019403,4,14.74,0.0,58.96,30.28,28.68
0RD00201230,2024-09-27,P0017,S006,C001474,3,9.39,0.0,28.17,17.83,10.34
0RD00367795,2024-07-29,P0173,S009,C043316,2,10.13,0.15,17.22,8.83,8.39
0RD00303352,2023-03-15,P0067,S094,C028483,1,6.46,0.2,5.17,2.85,2.32
0RD00851024,2024-10-15,P0042,S065,C041737,2,14.5,0.0,29.0,17.91,11.09
0RD00259516,2024-05-24,P0139,S046,C011792,4,12.79,0.0,51.16,29.5,21.66
0RD00364434,2023-11-27,P0184,S058,C049015,3,13.93,0.0,41.79,28.84,12.95
0RD00363694,2024-10-26,P0126,S083,C044532,2,6.55,0.0,13.1,7.14,5.96
0RD00551927,2024-10-26,P0019,S025,C000199,4,10.96,0.0,43.84,23.75,20.09
0RD00180482,2023-10-30,P0028,S073,C040520,2,9.92,0.2,15.87,9.96,5.91
0RD00437055,2023-01-18,P0126,S009,C032461,5,7.26,0.15,30.85,19.91,10.95
0RD00334769,2023-02-19,P0130,S030,C032620,4,3.3,0.1,11.88,6.65,5.23
0RD00678694,2024-07-31,P0139,S075,C027438,4,5.24,0.0,20.96,10.85,10.11
0RD00006324,2023-05-04,P0083,S098,C027798,2,10.84,0.0,21.68,11.38,10.3
0RD00775026,2023-08-18,P0135,S027,C024193,3,7.55,0.0,22.65,15.66,6.99
0RD00954273,2024-06-25,P0030,S094,C002689,5,6.4,0.2,25.6,16.8,8.8
0RD00157979,2023-10-31,P0115,S089,C014154,2,3.53,0.1,6.35,3.82,2.54
0RD00247508,2023-04-01,P0014,S098,C039177,4,10.62,0.15,36.11,20.76,15.35
0RD00131529,2023-03-24,P0092,S031,C019873,1,6.42,0.1,5.78,3.82,1.96
0RD00559957,2024-03-03,P0154,S037,C049395,4,4.48,0.0,17.92,10.9,7.02
0RD00494684,2023-11-03,P0051,S035,C043845,3,10.17,0.1,27.46,15.66,11.8
0RD00778495,2024-07-18,P0141,S046,C032220,5,11.61,0.0,58.05,29.34,28.71
0RD00082579,2023-04-23,P0154,S099,C029106,5,7.37,0.0,36.85,24.57,12.28
0RD00855572,2023-03-27,P0166,S008,C039525,3,9.35,0.2,22.44,11.97,10.47
0RD00026928,2023-07-25,P0072,S100,C028459,2,13.16,0.15,22.37,15.03,7.34
0RD00788040,2023-01-22,P0184,S013,C048052,1,9.57,0.0,9.57,5.9,3.67
0RD00375866,2024-04-17,P0105,S096,C025404,1,5.11,0.0,5.11,3.49,1.62
0RD00465504,2024-09-23,P0177,S059,C015730,2,9.33,0.1,16.79,10.28,6.52
0RD00911940,2023-02-02,P0163,S053,C020152,1,4.73,0.0,4.73,2.49,2.24
0RD00163271,2023-09-04,P0051,S021,C048493,5,4.96,0.15,21.08,14.26,6.82
0RD00596363,2024-11-25,P0175,S037,C024950,5,9.72,0.0,48.6,29.99,18.61
0RD00675545,2024-03-19,P0040,S078,C012400,2,9.17,0.2,14.67,8.05,6.63
0RD00948415,2023-05-04,P0175,S046,C025313,3,4.16,0.15,10.61,6.83,3.77
0RD00995542,2023-11-15,P0100,S100,C029777,3,10.65,0.15,27.16,16.76,10.4
0RD00463779,2023-04-11,P0019,S071,C028398,5,3.32,0.0,16.6,11.48,5.12
0RD00465354,2024-02-14,P0107,S075,C024688,1,10.7,0.15,9.09,6.36,2.74
0RD00192963,2023-08-17,P0039,S043,C005646,1,14.96,0.1,13.46,7.28,6.18
0RD00065787,2023-02-21,P0056,S052,C030077,4,3.27,0.0,13.08,7.46,5.62
0RD00462214,2024-06-17,P0173,S092,C038299,5,14.07,0.0,70.35,37.52,32.83
0RD00645247,2023-10-09,P0027,S098,C041735,3,14.21,0.0,42.63,22.51,20.12
0RD00635817,2023-01-13,P0025,S054,C001693,3,12.44,0.1,33.59,21.18,12.41
0RD00824732,2023-11-17,P0186,S068,C038519,2,8.68,0.0,17.36,10.15,7.21
0RD00661379,2024-07-29,P0134,S021,C002770,2,8.12,0.0,16.24,10.67,5.57
0RD00619350,2023-03-14,P0064,S034,C001780,4,12.94,0.0,51.76,26.3,25.46
0RD00334962,2024-03-09,P0119,S025,C047970,1,11.38,0.1,10.24,5.96,4.28
0RD00273430,2024-09-03,P0090,S027,C027163,4,7.65,0.0,30.6,17.03,13.57
0RD00304006,2024-10-07,P0081,S046,C016886,5,6.76,0.1,30.42,18.55,11.87
0RD00839172,2023-05-13,P0114,S053,C039169,5,3.72,0.0,18.6,12.48,6.12
0RD00570461,2024-11-08,P0071,S074,C004327,4,5.08,0.0,20.32,11.07,9.25
0RD00045135,2024-10-25,P0180,S092,C022848,4,3.97,0.0,15.88,9.05,6.83
0RD00800843,2023-03-03,P0023,S043,C025775,4,5.15,0.0,20.6,12.24,8.36
0RD00578609,2023-12-24,P0118,S002,C009293,3,13.99,0.15,35.67,23.81,11.86
0RD00190271,2023-09-05,P0111,S060,C029040,5,9.02,0.0,45.1,26.16,18.94
0RD00364964,2023-06-10,P0157,S079,C049408,1,10.52,0.0,10.52,7.24,3.28
0RD00439344,2024-06-12,P0082,S054,C040955,5,7.01,0.0,35.05,24.22,10.83
0RD00742810,2023-09-15,P0078,S095,C017003,1,7.92,0.0,7.92,5.27,2.65
0RD00623005,2023-09-27,P0108,S076,C047446,3,6.47,0.0,19.41,9.97,9.44
0RD00302903,2023-10-20,P0178,S056,C024446,5,10.79,0.0,53.95,36.25,17.7
0RD00847585,2023-02-08,P0112,S026,C046892,1,3.62,0.1,3.26,1.9,1.36
0RD00985749,2023-03-31,P0186,S097,C046592,3,14.11,0.0,42.33,29.57,12.76
0RD00650838,2023-10-25,P0066,S008,C029368,5,11.2,0.2,44.8,25.47,19.33
0RD00925015,2023-11-09,P0097,S070,C018490,4,14.0,0.1,50.4,28.97,21.43
0RD00905109,2023-08-07,P0091,S043,C027494,1,4.15,0.0,4.15,2.42,1.73
0RD00620965,2024-09-05,P0022,S028,C024766,3,10.76,0.2,25.82,16.4,9.42
0RD00656149,2024-03-07,P0157,S057,C019497,1,5.26,0.15,4.47,2.89,1.58
0RD00766127,2024-03-23,P0056,S011,C039511,2,7.65,0.1,13.77,7.99,5.78
0RD00769811,2023-10-16,P0057,S080,C001196,4,3.87,0.0,15.48,8.38,7.1
0RD00069351,2023-12-26,P0094,S036,C040390,1,5.79,0.0,5.79,3.87,1.92
0RD00419646,2024-03-20,P0165,S070,C042560,5,3.96,0.0,19.8,10.92,8.88
0RD00593925,2024-10-12,P0099,S024,C047840,1,5.22,0.0,5.22,3.26,1.96
0RD00659386,2024-06-27,P0142,S023,C009288,1,8.63,0.15,7.34,4.42,2.91
0RD00692075,2024-02-03,P0131,S049,C038665,1,4.37,0.0,4.37,2.59,1.78
0RD00092579,2023-04-23,P0056,S031,C003791,3,5.72,0.0,17.16,8.74,8.42
0RD00889823,2023-07-26,P0191,S016,C002988,3,6.61,0.2,15.86,10.79,5.07
0RD00984871,2023-08-10,P0009,S064,C036450,5,9.23,0.15,39.23,27.05,12.18
0RD00256002,2024-05-03,P0072,S100,C025016,1,3.53,0.0,3.53,2.42,1.11
0RD00225143,2023-05-24,P0115,S028,C031977,4,11.52,0.0,46.08,31.61,14.47
0RD00755200,2024-05-14,P0011,S058,C026074,2,3.26,0.1,5.87,3.07,2.8
0RD00766733,2023-10-25,P0056,S090,C027621,1,13.4,0.15,11.39,7.68,3.71
0RD00850004,2024-07-27,P0090,S060,C011014,5,14.82,0.0,74.1,50.64,23.46
0RD00881480,2023-08-18,P0009,S068,C019315,4,9.99,0.0,39.96,23.19,16.77
0RD00899221,2024-01-09,P0130,S088,C008564,1,10.43,0.0,10.43,7.1,3.33
0RD00465910,2024-11-06,P0104,S080,C048733,4,4.64,0.2,14.85,8.02,6.82
0RD00254427,2023-05-09,P0180,S043,C038364,4,3.25,0.0,13.0,7.3,5.7
0RD00228219,2024-11-08,P0150,S027,C016143,3,10.53,0.15,26.85,14.88,11.97
0RD00099940,2024-07-14,P0108,S071,C011868,5,4.63,0.2,18.52,12.04,6.48
0RD00249847,2023-09-06,P0139,S095,C037399,2,11.66,0.1,20.99,14.65,6.34
0RD00855223,2023-10-10,P0050,S054,C015112,2,13.46,0.1,24.23,13.29,10.94
0RD00607519,2024-02-12,P0039,S062,C036712,5,5.65,0.0,28.25,18.74,9.51
0RD00629163,2024-02-12,P0147,S028,C008358,4,13.39,0.0,53.56,36.98,16.58
0RD00250057,2024-07-25,P0010,S076,C006205,2,14.78,0.1,26.6,18.2,8.41
0RD00344256,2024-06-19,P0004,S064,C027855,1,9.06,0.2,7.25,3.92,3.33
0RD00888474,2024-09-08,P0094,S026,C043309,2,12.73,0.2,20.37,10.98,9.39
0RD00934815,2024-11-08,P0199,S093,C016651,2,13.57,0.1,24.43,12.23,12.19
0RD00306815,2024-12-28,P0015,S096,C003542,4,9.58,0.15,32.57,17.48,15.09
0RD00298608,2023-10-07,P0052,S010,C014683,1,8.99,0.0,8.99,4.98,4.01
0RD00255390,2023-05-13,P0061,S085,C036142,4,7.45,0.0,29.8,16.56,13.24
0RD00048343,2023-02-09,P0038,S016,C036390,4,5.96,0.1,21.46,12.31,9.14
0RD00550774,2024-08-21,P0177,S089,C040184,4,12.13,0.1,43.67,23.53,20.14
0RD00267208,2023-02-24,P0116,S064,C044444,5,12.04,0.0,60.2,32.36,27.84
0RD00143631,2023-11-07,P0104,S023,C013736,2,13.45,0.1,24.21,13.06,11.15
0RD00592737,2024-10-07,P0045,S011,C004456,4,11.38,0.0,45.52,24.61,20.91
0RD00426781,2023-07-22,P0180,S030,C031397,5,9.89,0.15,42.03,25.22,16.82
0RD00742001,2024-01-27,P0146,S004,C026768,2,7.72,0.0,15.44,7.99,7.45
0RD00027049,2023-02-15,P0117,S015,C025041,2,3.09,0.2,4.94,2.82,2.13
0RD00307466,2024-08-13,P0155,S048,C003951,1,10.03,0.15,8.53,5.78,2.75
0RD00102904,2023-08-08,P0085,S002,C025730,1,4.48,0.0,4.48,2.69,1.79
0RD00114921,2024-09-03,P0166,S011,C032398,2,10.83,0.0,21.66,11.72,9.94
0RD00950037,2023-01-30,P0134,S038,C022292,4,5.54,0.0,22.16,12.69,9.47
0RD00741750,2023-01-07,P0130,S041,C013635,4,3.29,0.0,13.16,8.82,4.34
0RD00753969,2024-11-11,P0020,S021,C029038,2,10.68,0.0,21.36,12.24,9.12
0RD00268876,2023-10-22,P0113,S018,C006902,5,3.35,0.0,16.75,8.72,8.03
0RD00859867,2023-08-24,P0199,S096,C029840,4,11.69,0.2,37.41,25.6,11.81
0RD00817905,2024-09-19,P0116,S037,C017954,4,10.53,0.1,37.91,21.56,16.35
0RD00503621,2023-07-05,P0072,S045,C049907,4,12.68,0.15,43.11,23.78,19.33
0RD00703121,2023-12-27,P0014,S077,C026812,3,3.88,0.1,10.48,5.99,4.49
0RD00738322,2023-10-09,P0006,S028,C025544,4,3.49,0.0,13.96,7.79,6.17
0RD00733056,2023-12-25,P0165,S035,C023681,4,5.74,0.0,22.96,13.5,9.46
0RD00445377,2023-05-31,P0128,S007,C006923,1,6.27,0.15,5.33,2.77,2.56
0RD00658950,2024-10-22,P0090,S054,C009150,4,5.82,0.0,23.28,12.38,10.9
0RD00947343,2024-08-07,P0055,S078,C021086,1,13.79,0.2,11.03,5.75,5.28
0RD00131511,2023-12-10,P0169,S037,C028115,2,8.03,0.15,13.65,9.04,4.61
0RD00011903,2024-09-22,P0044,S029,C007044,2,14.02,0.0,28.04,14.08,13.96
0RD00144683,2024-06-15,P0018,S014,C044865,1,11.78,0.0,11.78,6.99,4.79
0RD00588677,2023-01-01,P0109,S047,C001840,4,7.14,0.0,28.56,15.71,12.85
0RD00462199,2023-11-17,P0009,S056,C024794,3,4.55,0.2,10.92,7.48,3.44
0RD00942456,2024-12-02,P0187,S034,C039585,1,9.34,0.0,9.34,5.37,3.97
0RD00566619,2023-01-12,P0157,S032,C004773,1,14.08,0.0,14.08,7.9,6.18
0RD00679874,2024-09-06,P0064,S024,C029905,4,14.87,0.0,59.48,32.12,27.36
0RD00165328,2023-12-30,P0139,S055,C046286,1,12.34,0.0,12.34,6.46,5.88
0RD00981883,2023-05-04,P0022,S056,C031174,3,6.35,0.2,15.24,8.77,6.47
0RD00061371,2024-07-01,P0171,S093,C027972,2,5.96,0.0,11.92,5.99,5.93
0RD00337209,2024-09-15,P0117,S087,C017459,5,8.22,0.0,41.1,21.5,19.6
0RD00089141,2023-07-26,P0126,S060,C035719,4,6.66,0.0,26.64,15.49,11.15
0RD00160903,2023-08-17,P0121,S044,C003699,4,8.53,0.0,34.12,21.66,12.46
0RD00435549,2023-01-06,P0182,S067,C012050,5,8.1,0.15,34.42,18.94,15.48
0RD00482761,2023-12-19,P0186,S001,C001778,3,10.18,0.1,27.49,16.07,11.41
0RD00057129,2024-11-05,P0035,S088,C001384,5,14.44,0.15,61.37,33.07,28.3
0RD00246331,2024-08-16,P0029,S068,C024183,1,4.43,0.0,4.43,3.02,1.41
0RD00017025,2024-12-26,P0166,S017,C047215,1,5.92,0.0,5.92,3.15,2.77
